amenity,building,name,geometry,latitude,longitude
,apartments,Mahaghar Vajra Block A,"MULTIPOLYGON (((77.5456855 12.867485, 77.5460781 12.867419, 77.5460282 12.8671367, 77.5456833 12.8671947, 77.5456911 12.8672383, 77.5456803 12.8672401, 77.5456902 12.8672962, 77.545678 12.8672983, 77.5456983 12.867413, 77.545683 12.8674156, 77.5456888 12.8674483, 77.5456793 12.8674499, 77.5456855 12.867485)))",12.867311811607197,77.5458700572363
,apartments,Mahaghar Vajra Block B,"MULTIPOLYGON (((77.5456993 12.8678896, 77.5461354 12.8678153, 77.5460792 12.8675018, 77.5456962 12.8675671, 77.5457048 12.8676156, 77.5456929 12.8676176, 77.5457041 12.8676799, 77.5456905 12.8676822, 77.5457133 12.8678097, 77.5456964 12.8678126, 77.5457029 12.8678489, 77.5456924 12.8678507, 77.5456993 12.8678896)))",12.867696739380262,77.54590394531925
place_of_worship,yes,Venkateshwara Temple,"MULTIPOLYGON (((77.5427387 12.8702999, 77.5425537 12.8702524, 77.5425835 12.8701423, 77.5427685 12.8701898, 77.5427387 12.8702999)))",12.870221099999998,77.5426611
place_of_worship,yes,Ganesha Temple,"MULTIPOLYGON (((77.7026635 12.9496326, 77.7028147 12.9495766, 77.7027679 12.94945, 77.7026146 12.9494998, 77.7026635 12.9496326)))",12.949539970557979,77.70271457849806
,apartments,Saket Callipolis,"MULTIPOLYGON (((77.6854288 12.9098769, 77.6856493 12.909768, 77.6853685 12.9092276, 77.6854686 12.9091782, 77.6854984 12.9092356, 77.6855865 12.9091921, 77.6855413 12.9091053, 77.6855092 12.9091211, 77.6854875 12.9090794, 77.6855196 12.9090635, 77.6854709 12.9089697, 77.6853797 12.9090147, 77.6854306 12.9091126, 77.6853802 12.9091375, 77.6853491 12.9090777, 77.6852409 12.9091311, 77.685267 12.9091813, 77.6852265 12.9092013, 77.6852181 12.9091852, 77.6851142 12.9092365, 77.6851456 12.9092969, 77.6851955 12.9092722, 77.6852166 12.9093129, 77.6851667 12.9093375, 77.6852133 12.9094272, 77.6852674 12.9094005, 77.6852921 12.909448, 77.685238 12.9094747, 77.6852805 12.9095566, 77.6853495 12.9095225, 77.6853612 12.909545, 77.6852922 12.909579, 77.6853239 12.90964, 77.6853641 12.9096202, 77.6853795 12.9096499, 77.6853393 12.9096697, 77.6853648 12.9097188, 77.6853988 12.909702, 77.6854393 12.90978, 77.6853909 12.9098039, 77.6854288 12.9098769)))",12.909427692369103,77.68539892274217
,apartments,Amara Courtyard,"MULTIPOLYGON (((77.7031752 12.9493299, 77.7034019 12.9492299, 77.7035722 12.9491548, 77.7034745 12.9489838, 77.7030869 12.9491584, 77.7031752 12.9493299)))",12.949156753150747,77.70332791932117
,apartments,Vars Notting Hill Apartments,"MULTIPOLYGON (((77.6633868 13.0162459, 77.663202 13.0160701, 77.6634298 13.0153039, 77.6641001 13.0152495, 77.6633868 13.0162459)))",13.015661051202079,77.66357182756367
,apartments,Shreenidhi Aparatment,"MULTIPOLYGON (((77.5523149 13.0801347, 77.5524903 13.0800716, 77.5524461 13.0799618, 77.5522742 13.0800503, 77.5523149 13.0801347)))",13.080052831420875,77.55238461486937
,hotel,Crest,"MULTIPOLYGON (((77.7284802 12.9911777, 77.7285599 12.9911787, 77.7285616 12.9911637, 77.7285767 12.9911619, 77.7286009 12.9911856, 77.7286032 12.9912037, 77.7285897 12.9912051, 77.7285887 12.9912822, 77.7287244 12.9912836, 77.7287181 12.9911966, 77.7287361 12.9911778, 77.7288166 12.9911776, 77.7288157 12.9910649, 77.7287357 12.9910662, 77.7287023 12.9910392, 77.7287034 12.9909621, 77.7285782 12.9909636, 77.7285819 12.9910259, 77.7285864 12.9910385, 77.7285687 12.9910593, 77.7285584 12.9910537, 77.728481 12.9910531, 77.7284802 12.9911777)))",12.991122155371588,77.72864762357855
,commercial,Yes Cars,"MULTIPOLYGON (((77.6410407 12.956028, 77.6412581 12.9560231, 77.6412657 12.956348, 77.6410483 12.9563528, 77.6410407 12.956028)))",12.956187974584479,77.6411532055672
,university,TSU & EOBU Labs,"MULTIPOLYGON (((77.611276 13.0691407, 77.6120081 13.0690735, 77.6119939 13.0689259, 77.6120707 13.0689189, 77.6120624 13.0688326, 77.6112534 13.0689069, 77.611276 13.0691407)))",13.068986051777324,77.6116455905349
,university,"Library, Computer & CPMU Labs","MULTIPOLYGON (((77.6107877 13.0684228, 77.6108261 13.0688562, 77.6112668 13.0688191, 77.6112387 13.0685022, 77.6108763 13.0685327, 77.610866 13.0684162, 77.6107877 13.0684228)))",13.068666849080794,77.61102011956935
food_court,university,JNCASR Dining,"MULTIPOLYGON (((77.6127282 13.0693816, 77.6129908 13.0693051, 77.613065 13.069547, 77.6129039 13.0695939, 77.612867 13.0694736, 77.6127655 13.0695032, 77.6127282 13.0693816)))",13.069444238892315,77.61291133071967
,university,AMRL,"MULTIPOLYGON (((77.6098739 13.0686801, 77.6103835 13.0686239, 77.6104075 13.0688303, 77.6098979 13.0688866, 77.6098739 13.0686801)))",13.068755227629252,77.6101406797357
,apartments,Residency Park,"MULTIPOLYGON (((77.6499483 12.8994174, 77.6502729 12.8992631, 77.6500422 12.8984814, 77.6499113 12.8976013, 77.6494875 12.8976536, 77.6496824 12.8984756, 77.6499483 12.8994174)))",12.898459995523897,77.64987739032199
,apartments,Aratt Royal Manor,"MULTIPOLYGON (((77.6498758 12.9015692, 77.6500706 12.9016979, 77.6499956 12.9010885, 77.6498275 12.8996867, 77.6498212 12.8996, 77.6496392 12.8996268, 77.6496824 12.8999714, 77.649688 12.9000161, 77.6498758 12.9015692)))",12.900621754908196,77.64985165422094
,yes,Shop On,"MULTIPOLYGON (((77.6494184 12.8997696, 77.6494246 12.8998456, 77.6493347 12.8998526, 77.6493331 12.8998332, 77.6492631 12.8998386, 77.6492653 12.8998655, 77.6492162 12.8998693, 77.6492311 12.9000517, 77.649423 12.9000368, 77.6494222 12.9000267, 77.6494374 12.9000255, 77.6494384 12.9000379, 77.6495681 12.9000279, 77.6495463 12.8997598, 77.6494184 12.8997696)))",12.899924165440428,77.64940335094003
cafe,yes,Cafeteria,"MULTIPOLYGON (((77.6965234 12.9815826, 77.6969031 12.9815178, 77.6968776 12.9813758, 77.6964979 12.9814406, 77.6965234 12.9815826)))",12.981479200000003,77.6967005
,university,Student's Residence,"MULTIPOLYGON (((77.6088391 13.0681945, 77.6094044 13.0680943, 77.6093752 13.067938, 77.6088099 13.0680382, 77.6088391 13.0681945)))",13.068066250000001,77.60910715
,university,ICMS,"MULTIPOLYGON (((77.6088839 13.0690491, 77.6091552 13.0690015, 77.6091649 13.069054, 77.6096915 13.0689615, 77.6096366 13.068665, 77.6089522 13.0687852, 77.6089688 13.0688748, 77.6088553 13.0688947, 77.6088839 13.0690491)))",13.068874099584413,77.60929858870108
,commercial,Cunningham Classic,"MULTIPOLYGON (((77.5981843 12.9833725, 77.5979758 12.9834881, 77.5980511 12.9836171, 77.5981716 12.9835104, 77.5982058 12.9834725, 77.5981843 12.9833725)))",12.983491492320157,77.59809745842946
,apartments,Ideal Home,"MULTIPOLYGON (((77.5784982 13.0427433, 77.5784812 13.0427167, 77.5784396 13.0426513, 77.5784607 13.0426148, 77.578635 13.0426132, 77.5786561 13.0426418, 77.578547 13.0426862, 77.5784982 13.0427433)))",13.04265629521301,77.57853205927903
cafe,commercial,Third Wave Coffee,"MULTIPOLYGON (((77.5977977 12.9715607, 77.5977773 12.9714209, 77.5978083 12.9713749, 77.5979594 12.9714853, 77.5979958 12.9715392, 77.5977977 12.9715607)))",12.97148482283534,77.59786375153915
,apartments,Lyndhurst,"MULTIPOLYGON (((77.5979237 12.972041, 77.5978995 12.9718469, 77.598144 12.9718179, 77.5981682 12.972012, 77.5979237 12.972041)))",12.971929449999998,77.59803385000001
restaurant,yes,Gilly's Restobar,"MULTIPOLYGON (((77.6547361 12.9588399, 77.6546246 12.9588775, 77.6547346 12.9592606, 77.6547861 12.9592536, 77.6547639 12.9590976, 77.654809 12.9590872, 77.6547361 12.9588399)))",12.959028119367082,77.65472280558052
,residential,Deepam,"MULTIPOLYGON (((77.6544648 12.9578505, 77.6545016 12.9579902, 77.6543777 12.9580212, 77.6543409 12.9578815, 77.6544648 12.9578505)))",12.95793585,77.65442125
,apartments,Mana Placido,"MULTIPOLYGON (((77.7383133 12.9773406, 77.7380443 12.9763955, 77.7382436 12.9763534, 77.7383356 12.9766758, 77.7383764 12.9766641, 77.7385359 12.9772823, 77.7383133 12.9773406)))",12.976855664127113,77.7382932262091
,house,Swathi,"MULTIPOLYGON (((77.6545905 12.9764365, 77.6546599 12.9763634, 77.6547412 12.9764367, 77.6546719 12.9765098, 77.6545905 12.9764365)))",12.976436599977879,77.65466586666486
,apartments,Nishta Residency,"MULTIPOLYGON (((77.6503908 12.8646354, 77.6506506 12.8644987, 77.6503329 12.8641972, 77.6501575 12.8643242, 77.6503908 12.8646354)))",12.864419984781042,77.6503908974338
place_of_worship,yes,CSI KCD Memorial Church,"MULTIPOLYGON (((77.7498475 12.9712151, 77.7497256 12.9712313, 77.7497219 12.9711949, 77.7496869 12.9711995, 77.7496713 12.9711702, 77.7496747 12.9711351, 77.749713 12.971129, 77.7497107 12.9710939, 77.7498249 12.9710753, 77.7498301 12.9711118, 77.7499263 12.9710922, 77.7499387 12.9711586, 77.7498392 12.9711753, 77.7498475 12.9712151)))",12.971150521754998,77.74979532142237
,industrial,Avana Electrosystems Pvt. Ltd.,"MULTIPOLYGON (((77.5246654 13.0323188, 77.524565 13.0319298, 77.5246981 13.0318923, 77.5247903 13.0322927, 77.5246654 13.0323188)))",13.032105699479937,77.52467929655413
,apartments,DNR Atmoshpere,"MULTIPOLYGON (((77.7385485 12.9577754, 77.7385612 12.9578029, 77.738527 12.9578212, 77.7385523 12.9579328, 77.7384924 12.9580472, 77.7385145 12.9580626, 77.7384956 12.9580903, 77.7385909 12.9581628, 77.7386115 12.9581442, 77.7386417 12.9581626, 77.7387274 12.9580724, 77.7387737 12.9580736, 77.7387758 12.9580584, 77.7388027 12.9580596, 77.7388018 12.9580859, 77.7388383 12.9580864, 77.7388352 12.9581084, 77.7388937 12.9581103, 77.7388897 12.9582033, 77.7387834 12.9582001, 77.7387787 12.9582944, 77.7389584 12.9583067, 77.7389607 12.9582799, 77.7390142 12.9582825, 77.7390276 12.958135, 77.7391663 12.9581499, 77.7391382 12.9583061, 77.7391877 12.9583107, 77.7391843 12.958332, 77.7393353 12.9583514, 77.7393469 12.9582731, 77.7392709 12.958268, 77.7392873 12.958174, 77.7393719 12.9581706, 77.7393735 12.9581508, 77.7394059 12.9581502, 77.7394037 12.9581718, 77.7394429 12.9581744, 77.7395079 12.958283, 77.7395325 12.958275, 77.739547 12.9583043, 77.739668 12.9582565, 77.739656 12.9582294, 77.7396941 12.9582151, 77.7396517 12.958101, 77.7397295 12.9579939, 77.7396985 12.9579695, 77.7397161 12.9579496, 77.739622 12.9578727, 77.7395993 12.9578977, 77.7395627 12.9578743, 77.7394688 12.9579628, 77.7393659 12.9579467, 77.7393564 12.9580743, 77.7388638 12.9580196, 77.7388691 12.9578683, 77.738744 12.9578691, 77.7386918 12.9577509, 77.7386625 12.957762, 77.7386543 12.9577377, 77.7385485 12.9577754)))",12.958072870986378,77.73910123989869
,house,Surabhi,"MULTIPOLYGON (((77.7217039 12.957737, 77.721702 12.9576363, 77.7215485 12.9576391, 77.7215504 12.9577397, 77.7217039 12.957737)))",12.95768802466928,77.72162621270283
,apartments,Sri Maruthi Abode,"MULTIPOLYGON (((77.7212549 12.9576567, 77.7214295 12.9576512, 77.721426 12.9575463, 77.7212514 12.9575518, 77.7212549 12.9576567)))",12.9576015,77.72134044999999
,apartments,Suraj Kaliyalil,"MULTIPOLYGON (((77.6243129 13.0043034, 77.6243799 13.00446, 77.6245438 13.0044043, 77.6244781 13.0042372, 77.6243129 13.0043034)))",13.004350553232213,77.6244292484108
,college,Nitte Meenakshi Institute of Technology,"MULTIPOLYGON (((77.5878869 13.1289715, 77.5878577 13.1284763, 77.5877182 13.1284841, 77.5877223 13.1285538, 77.5874516 13.1285689, 77.5874542 13.1286132, 77.5874254 13.1286148, 77.5874257 13.128619, 77.5874275 13.1286501, 77.587375 13.128653, 77.5873206 13.1286561, 77.5873189 13.1286269, 77.5873187 13.1286225, 77.5872902 13.1286241, 77.5872882 13.1285914, 77.5870054 13.1286073, 77.5870021 13.1285505, 77.5868817 13.1285573, 77.5869108 13.1290504, 77.5868889 13.1290516, 77.5868906 13.1290803, 77.5868757 13.1290811, 77.5868775 13.1291126, 77.5866502 13.1291253, 77.5866398 13.1289492, 77.5867336 13.1289439, 77.5867158 13.128644, 77.5866329 13.1286486, 77.5866244 13.1285052, 77.5866233 13.1284864, 77.5869944 13.1284656, 77.5869913 13.1284133, 77.5873143 13.1283953, 77.5873191 13.1284776, 77.5874128 13.1284724, 77.5874078 13.1283879, 77.5877256 13.1283701, 77.5877274 13.1284007, 77.5881399 13.1283776, 77.5881493 13.1285376, 77.588007 13.1285456, 77.5880249 13.1288485, 77.5881765 13.12884, 77.588187 13.1290188, 77.5879449 13.1290324, 77.5879431 13.1290008, 77.5879248 13.1290018, 77.5879229 13.1289695, 77.5878869 13.1289715)))",13.128658134875767,77.58738228328885
fast_food,college,Annapoorna Hostel Student's Mess,"MULTIPOLYGON (((77.5870807 13.1294967, 77.5872565 13.1294897, 77.5872578 13.1295204, 77.5873504 13.1295167, 77.5873564 13.1296611, 77.5872601 13.1296649, 77.5872617 13.1297051, 77.5871176 13.1297108, 77.5871148 13.129644, 77.5871 13.1296446, 77.5870972 13.1295773, 77.5870668 13.1295785, 77.5870652 13.1295407, 77.5870825 13.12954, 77.5870807 13.1294967)))",13.129594122403988,77.58721225298457
,college,NMIT Girls Hostel,"MULTIPOLYGON (((77.5869366 13.129956, 77.5869389 13.1300545, 77.586651 13.1300608, 77.5866498 13.1300084, 77.5866226 13.1300092, 77.5866191 13.1298836, 77.5866531 13.1298827, 77.5866526 13.1298638, 77.5866186 13.1298647, 77.5866149 13.1297334, 77.5866421 13.1297326, 77.5866407 13.1296829, 77.5869224 13.1296754, 77.5869232 13.1297035, 77.5869352 13.1297032, 77.5869361 13.1297377, 77.5869242 13.1297381, 77.5869248 13.1297625, 77.5868158 13.1297654, 77.5867855 13.1297662, 77.5866698 13.1297693, 77.5866722 13.1298542, 77.5867455 13.1298523, 77.5867439 13.1297959, 77.5867863 13.1297948, 77.5868166 13.129794, 77.5868446 13.1297932, 77.5868466 13.1298646, 77.5868486 13.1299359, 77.58682 13.1299367, 77.5867897 13.1299375, 77.5867479 13.1299386, 77.5867465 13.1298906, 77.5866733 13.1298926, 77.5866752 13.1299629, 77.5867903 13.1299599, 77.5868206 13.1299591, 77.5869366 13.129956)))",13.129872007119989,77.58676692347417
,office,BGL18,"MULTIPOLYGON (((77.6948043 12.9329777, 77.6948909 12.9328391, 77.6955866 12.9327318, 77.6955608 12.9325826, 77.6955446 12.9324933, 77.6955135 12.9323151, 77.6947237 12.9324401, 77.6948043 12.9329777)))",12.932591747125159,77.69514684182172
,industrial,Wheel Shop,"MULTIPOLYGON (((77.5878281 13.1075639, 77.5880639 13.1076616, 77.5882893 13.1071456, 77.5862494 13.1063003, 77.5859007 13.1070985, 77.5862295 13.1072348, 77.5857414 13.1083522, 77.5858761 13.1084081, 77.5851528 13.1100637, 77.5854483 13.1101862, 77.5861723 13.1085288, 77.586403 13.1086244, 77.5866228 13.1081214, 77.586394 13.1080266, 77.5867836 13.1071347, 77.5873541 13.1073711, 77.5868238 13.108585, 77.5870366 13.1086732, 77.5865296 13.1098339, 77.5870147 13.1100349, 77.587523 13.1088715, 77.5872976 13.1087782, 77.5878281 13.1075639)))",13.108045018388617,77.58674730547487
,office,Victor,"MULTIPOLYGON (((77.7377749 12.9836706, 77.738657 12.9836581, 77.7386589 12.9837878, 77.7385909 12.9837888, 77.7385932 12.9839462, 77.7386565 12.9839453, 77.7386581 12.9840582, 77.7377797 12.9840703, 77.7377778 12.9839405, 77.7378481 12.9839395, 77.7378462 12.9838072, 77.737777 12.9838082, 77.7377749 12.9836706)))",12.983863766398192,77.7382161545327
bus_station,yes,N. R. Colony Bus Station,"MULTIPOLYGON (((77.5688612 12.9381521, 77.569182 12.9381582, 77.5691909 12.9381008, 77.5691655 12.9380641, 77.5691699 12.9379823, 77.5689293 12.9379838, 77.5689 12.9380074, 77.5689004 12.9380797, 77.5688622 12.9381042, 77.5688612 12.9381521)))",12.938073637004743,77.56903271295565
,apartments,Platinum Ananda,"MULTIPOLYGON (((77.567168 12.949238, 77.5671647 12.9494654, 77.5672436 12.9494664, 77.5672414 12.9496154, 77.5674777 12.9496186, 77.567483 12.9492422, 77.567168 12.949238)))",12.949415972049318,77.56733598518368
,office,Balsa,"MULTIPOLYGON (((77.6193651 13.0531502, 77.6193713 13.0527508, 77.618669 13.0527404, 77.6186622 13.0531776, 77.6192789 13.0531867, 77.6192795 13.053149, 77.6193651 13.0531502)))",13.0529620195765,77.6190135028846
,office,Banyan,"MULTIPOLYGON (((77.6180348 13.0441381, 77.6181327 13.0441224, 77.618421 13.0440728, 77.6187509 13.0440088, 77.6186691 13.0435776, 77.6179798 13.0437044, 77.6180174 13.0439095, 77.6179905 13.0439173, 77.6180348 13.0441381)))",13.043860562724937,77.61835864927956
,yes,MFAR,"MULTIPOLYGON (((77.6214443 13.0452302, 77.6219713 13.0451059, 77.6218092 13.0444538, 77.6217906 13.0444034, 77.6213248 13.0445133, 77.6212823 13.0445781, 77.6214443 13.0452302)))",13.044817370434943,77.62162155130277
,office,Hazel,"MULTIPOLYGON (((77.6182651 13.0454059, 77.6191012 13.0452505, 77.6190147 13.0448091, 77.6185176 13.0449015, 77.6184728 13.0446725, 77.6181418 13.0447355, 77.6182651 13.0454059)))",13.045058039199036,77.61858785687288
,office,Mountain Ash,"MULTIPOLYGON (((77.6221806 13.0466653, 77.6224106 13.0466096, 77.6223889 13.0465244, 77.6226122 13.0464704, 77.6226606 13.0466604, 77.6228839 13.0466064, 77.6226739 13.0457826, 77.6219973 13.0459462, 77.6221806 13.0466653)))",13.046228688083959,77.62243978597722
,office,Palm,"MULTIPOLYGON (((77.622969 13.0494673, 77.6229621 13.0494379, 77.6227389 13.049487, 77.6227464 13.0495191, 77.6224236 13.0495902, 77.622504 13.049937, 77.6230501 13.0498167, 77.622969 13.0494673)))",13.04969526684519,77.622741104499
,office,IBM,"MULTIPOLYGON (((77.6214995 13.0431718, 77.6217812 13.0430908, 77.6214432 13.0416772, 77.6213681 13.0416824, 77.6213332 13.0423853, 77.621411 13.0423931, 77.6214539 13.0425578, 77.6213493 13.0425891, 77.6214613 13.0429719, 77.6214425 13.0429778, 77.6214995 13.0431718)))",13.042526299019809,77.62151845454085
,commercial,Silver Oak,"MULTIPOLYGON (((77.6207577 13.0513852, 77.6203274 13.0514831, 77.6199246 13.0515748, 77.6197601 13.0508895, 77.6200978 13.0508126, 77.6201548 13.0510501, 77.6202476 13.051029, 77.6201906 13.0507915, 77.6205932 13.0506998, 77.6207577 13.0513852)))",13.051146010937616,77.62026236806635
,office,Willow,"MULTIPOLYGON (((77.6181418 13.0447355, 77.6184728 13.0446725, 77.6189615 13.0445862, 77.6188837 13.0445026, 77.6188381 13.0443798, 77.6187925 13.0441786, 77.6184492 13.0442413, 77.618421 13.0440728, 77.6181327 13.0441224, 77.6181676 13.0442857, 77.6180603 13.044304, 77.6181418 13.0447355)))",13.044421240397106,77.6184530318448
,office,Mulberry,"MULTIPOLYGON (((77.623183 13.0479092, 77.6226981 13.0481869, 77.6225555 13.0479764, 77.6224695 13.0478406, 77.6224223 13.0477623, 77.6222997 13.0475265, 77.6225789 13.0473667, 77.622759 13.0476653, 77.6229073 13.0475804, 77.6229576 13.0476638, 77.6230516 13.0476099, 77.6231791 13.0478302, 77.623148 13.0478512, 77.623183 13.0479092)))",13.047782997323504,77.62273490116222
,office,Ebony,"MULTIPOLYGON (((77.6218463 13.0486273, 77.622045 13.0485123, 77.6220606 13.0485033, 77.6222259 13.0484075, 77.6222409 13.0483988, 77.6223299 13.0483473, 77.6222608 13.0482353, 77.6221361 13.0480329, 77.6220866 13.0479526, 77.6219283 13.0476889, 77.6216499 13.04785, 77.6218315 13.0481478, 77.6216836 13.0482334, 77.6217343 13.0483165, 77.6216405 13.0483708, 77.6217746 13.0485905, 77.621811 13.0485694, 77.6218463 13.0486273)))",13.048189091226694,77.62194413412043
parking,yes,MLCP,"MULTIPOLYGON (((77.623598 13.0480676, 77.6235163 13.0474987, 77.6233598 13.0475234, 77.6231435 13.0475588, 77.6232185 13.0481184, 77.6235774 13.0480708, 77.623598 13.0480676)))",13.047811431577482,77.62336975020472
,office,Philips Innovation Campus,"MULTIPOLYGON (((77.6212264 13.0444311, 77.6213042 13.0444181, 77.6213248 13.0445133, 77.6217906 13.0444034, 77.621762 13.0443081, 77.6217704 13.0443072, 77.6216705 13.0438708, 77.6217349 13.0438577, 77.6217722 13.0439856, 77.6219756 13.0439387, 77.6219642 13.0438518, 77.6219878 13.0438465, 77.6219556 13.0436681, 77.6219285 13.0436733, 77.6218293 13.0432691, 77.6216557 13.0433058, 77.621654 13.0433405, 77.6216172 13.0433404, 77.6216383 13.0434204, 77.621613 13.0434237, 77.6215923 13.0433103, 77.6214437 13.0433383, 77.6214363 13.0433414, 77.6214317 13.0433453, 77.6214259 13.0433509, 77.6214222 13.0433573, 77.62142 13.0433655, 77.6214192 13.0433749, 77.6214201 13.0433917, 77.6214274 13.0434111, 77.6214367 13.043422, 77.6214443 13.0434475, 77.6214664 13.0434704, 77.62149 13.0435088, 77.6214986 13.0435674, 77.6215044 13.0436153, 77.6215067 13.0436447, 77.6212513 13.0436989, 77.6212585 13.0437339, 77.6211558 13.0437341, 77.6211578 13.0438071, 77.6210713 13.0438148, 77.6211072 13.0434475, 77.6209865 13.0435546, 77.6209307 13.0436383, 77.6208834 13.0436417, 77.6208325 13.0441437, 77.6208686 13.044146, 77.6208683 13.0441832, 77.6209474 13.0441865, 77.6209498 13.0441539, 77.6210381 13.044156, 77.6210622 13.0439448, 77.6211141 13.0439362, 77.6211233 13.0440119, 77.621157 13.0440094, 77.6211951 13.0442503, 77.6211703 13.0442545, 77.6211894 13.0443626, 77.6212142 13.0443584, 77.6212264 13.0444311)))",13.04390200655349,77.62144877362643
